"ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","price","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station"
11530,"2019-10-31","SE25 6RJ","T","N","F","32",NA,"PARRY ROAD",NA,"LONDON","CROYDON","SE25","D",76,5,2.7,0.8,203,59,"Average","owner-occupied",51.401264,-0.087422,129,75,4,"thornton heath","Thames Water",53400,"Croydon",405000,"rail",0,1,0,0.8587748
11531,"2019-09-30","SE22 0SE","D","N","F","16",NA,"THERAPIA ROAD",NA,"LONDON","SOUTHWARK","SE22","E",233,9,13,5.4,310,131,"Poor","owner-occupied",51.452141,-0.058223,96,42,3,"honor oak park","Thames Water",54200,"Southwark",1450000,"light_rail",0,0,1,0.8649888
11534,"2019-05-13","SW8 1TF","F","N","L","57A",NA,"BONNINGTON SQUARE",NA,"LONDON","LAMBETH","SW8","D",44,3,2.2,1.1,287,143,"Very Poor","owner-occupied",51.484642,-0.119554,88,7,1,"vauxhall","Thames Water",57200,"Lambeth",465000,"tube",1,1,0,0.27963
11535,"2019-05-31","BR2 6AT","D","N","F","BECKFORD LODGE",NA,"WESTERHAM ROAD",NA,"KESTON","BROMLEY","BR2","E",124,4,7.7,3.3,354,150,"Average","owner-occupied",51.357073,0.03742,NA,144,5,"hayes","Thames Water",67300,"Bromley",6e+05,"rail",0,1,0,2.1879494
11536,"2019-11-08","IG8 8QT","T","N","F","50",NA,"HILLINGTON GARDENS",NA,"WOODFORD GREEN","REDBRIDGE","IG8","D",195,8,7.3,3.7,212,106,"Average","rental (private)",51.593519,0.047825,88,24,4,"south woodford","Thames Water",54400,"Redbridge",710000,"tube",1,0,0,1.1297052
11537,"2019-08-29","DA8 1JJ","T","N","F","15",NA,"BROOK STREET",NA,"ERITH","BEXLEY","DA8","D",78,4,3.5,1.1,255,76,"Average","owner-occupied",51.472006,0.159776,61,52,6,"barnehurst","Thames Water",51300,"Bexley",267000,"rail",0,1,0,0.6450132
11538,"2019-03-19","N19 4NL","F","N","L","180","FLAT 11","MARLBOROUGH ROAD",NA,"LONDON","ISLINGTON","N19","C",66,4,1.3,1.3,113,113,"Good","owner-occupied",51.566988,-0.122449,30,43,2,"upper holloway","Thames Water",46300,"Camden",142500,"light_rail",0,0,1,0.3958318
11539,"2019-09-19","SW6 6HS","F","N","L","334",NA,"FULHAM PALACE ROAD",NA,"LONDON","HAMMERSMITH AND FULHAM","SW6","D",84,4,3.3,2.3,206,142,"Poor","owner-occupied",51.480985,-0.218241,46,8,2,"barons court","Thames Water",59500,"Hammersmith and Fulham",640000,"tube",2,0,0,0.8848736
11540,"2019-06-21","SE23 3XD","F","N","L","97",NA,"ELIOT BANK",NA,"LONDON","LEWISHAM","SE23","D",48,2,2.6,2.3,310,266,"Good","rental (private)",51.439061,-0.06013,80,89,3,"forest hill","Thames Water",52300,"Lewisham",305000,"light_rail",0,1,1,0.4455438
11541,"2019-01-23","UB3 2SX","F","N","L","60",NA,"ROSSLYN CLOSE",NA,"HAYES","HILLINGDON","UB3","C",46,2,1.2,1.2,152,148,"Average","rental (private)",51.524016,-0.434533,35,43,5,"hayes and harlington","Affinity Water",43800,"Hillingdon",230000,"rail",0,1,0,1.8561218
11542,"2019-01-07","SE2 0PB","T","N","F","163",NA,"WOODBROOK ROAD",NA,"LONDON","GREENWICH","SE2","E",84,5,5.4,3.5,363,231,"Average","owner-occupied",51.477039,0.109511,151,29,4,"welling","Thames Water",49000,"Greenwich",365000,"rail",0,1,0,1.102985
11543,"2019-03-20","N16 9AX","F","N","L","MANDALAY HOUSE","FLAT 1","CLISSOLD CRESCENT",NA,"LONDON","HACKNEY","N16","D",77,4,3.5,1.7,258,123,"Average","owner-occupied",51.556685,-0.088612,46,31,2,"canonbury","Thames Water",57000,"Hackney",535000,"light_rail",0,0,1,0.789178
11544,"2019-08-05","SW19 6JQ","F","N","L","62",NA,"WEYDOWN CLOSE",NA,"LONDON","WANDSWORTH","SW19","D",66,3,2.6,1.4,222,124,"Average","rental (private)",51.442338,-0.214278,79,55,3,"southfields","Thames Water",61800,"Merton",370000,"tube",1,0,0,0.4542434
11545,"2019-07-29","W13 8HZ","T","N","F","17",NA,"THE KNOLL",NA,"LONDON","EALING","W13","D",117,6,4.7,2.7,232,131,"Average","owner-occupied",51.521033,-0.312779,20,55,3,"west ealing","Thames Water",64800,"Ealing",740000,"rail",0,1,0,0.8600176
11546,"2019-07-30","RM1 4BZ","S","N","F","307",NA,"HAVERING ROAD",NA,"ROMFORD","HAVERING","RM1","D",110,5,4.5,2.5,233,124,"Average","owner-occupied",51.599173,0.176362,47,38,6,"romford","Essex & Suffolk Water",42400,"Havering",407500,"light_rail",0,1,1,1.9679738
11547,"2019-06-27","EN1 2BL","D","N","F","13",NA,"WALNUT GROVE",NA,"ENFIELD","ENFIELD","EN1","F",322.3,10,24,18,538,402,"Average","owner-occupied",51.643371,-0.081384,23,32,5,"bush hill park","Thames Water",65200,"Enfield",1310000,"light_rail",0,0,1,0.7481656
11548,"2019-05-16","N14 7LY","S","N","F","168",NA,"HAMPDEN WAY",NA,"LONDON","BARNET","N14","D",122,6,6.2,3.2,290,147,"Average","owner-occupied",51.625831,-0.139193,88,46,4,"southgate","Affinity Water",59600,"Enfield",652500,"tube",1,0,0,0.9513634
11549,"2019-06-24","TW12 1ET","T","N","F","146",NA,"WORDSWORTH ROAD",NA,"HAMPTON","RICHMOND UPON THAMES","TW12","C",66,3,1.9,0.5,167,36,"Good","owner-occupied",51.433935,-0.379248,54,21,6,"hampton","Thames Water",54700,"Richmond upon Thames",329000,"rail",0,1,0,1.6566524
11550,"2019-06-27","SE7 7PQ","S","N","F","17",NA,"NADINE STREET",NA,"LONDON","GREENWICH","SE7","D",68,3,3.5,0.7,266,51,"Average","owner-occupied",51.484131,0.032334,58,21,3,"charlton","Thames Water",55700,"Greenwich",447125,"rail",0,1,0,0.335556
11551,"2019-02-04","NW1 5SU","F","N","L","CHILTERN COURT","FLAT 36","BAKER STREET",NA,"LONDON","WESTMINSTER","NW1","D",157,6,5.5,2.9,183,97,"Average","rental (private)",51.523085,-0.15754,NA,37,1,"baker street","Thames Water",71200,"Camden",1800000,"tube",6,0,0,0.1733706
11552,"2019-10-04","IG3 9HH","D","N","F","12",NA,"GYLLYNGDUNE GARDENS",NA,"ILFORD","REDBRIDGE","IG3","F",176,6,12,3.9,384,126,"Average","owner-occupied",51.557826,0.102254,63,11,4,"seven kings","Essex & Suffolk Water",50400,"Redbridge",660000,"rail",0,1,0,0.571688
11553,"2019-01-23","UB8 2JU","F","N","L","17",NA,"CURRAN CLOSE",NA,"UXBRIDGE","HILLINGDON","UB8","C",45.62,2,1.6,1.6,182,177,"Good","owner-occupied",51.529118,-0.484787,51,31,6,"uxbridge","Affinity Water",45800,"Hillingdon",255000,"tube",2,0,0,1.4441336
11554,"2019-01-09","NW11 8AE","S","N","F","45",NA,"DUNSTAN ROAD",NA,"LONDON","BARNET","NW11","D",192,7,9.2,5.4,271,157,"Poor","owner-occupied",51.568332,-0.201958,53,58,3,"golders green","Thames Water",65500,"Barnet",1325000,"tube",1,0,0,0.5020912
11556,"2019-08-02","SE10 8QJ","T","N","F","18",NA,"KING GEORGE STREET",NA,"LONDON","GREENWICH","SE10","D",93.63,5,4.3,4,277,252,"Very Poor","owner-occupied",51.4756,-0.009807,55,19,2,"greenwich","Thames Water",61400,"Greenwich",862500,"light_rail",0,1,1,0.4424368
11557,"2019-02-18","SE6 4LT","S","N","F","59",NA,"WINSFORD ROAD",NA,"LONDON","LEWISHAM","SE6","D",82,5,3.6,1,249,66,"Average","owner-occupied",51.434095,-0.03089,41,24,3,"bellingham","Thames Water",45100,"Lewisham",460000,"rail",0,1,0,0.5393752
11558,"2019-11-21","N17 6XZ","T","N","F","51",NA,"RANELAGH ROAD",NA,"LONDON","HARINGEY","N17","D",69,4,2.9,0.8,239,65,"Average","owner-occupied",51.591948,-0.075092,58,20,3,"bruce grove","Thames Water",46100,"Haringey",5e+05,"light_rail",0,0,1,0.462943
11559,"2019-10-21","E4 6BA","F","N","L","25",NA,"FOREST SIDE",NA,"LONDON","WALTHAM FOREST","E4","D",56,3,3.7,2,319,176,"Average","owner-occupied",51.628687,0.016768,94,48,5,"chingford","Thames Water",55200,"Waltham Forest",325000,"light_rail",0,0,1,0.6046222
11562,"2019-06-06","KT6 4DA","F","N","L","CHELSTON COURT, 14","FLAT 3","GROVE ROAD",NA,"SURBITON","KINGSTON UPON THAMES","KT6","D",67,3,3.2,1.7,274,147,"Poor","owner-occupied",51.396554,-0.307422,19,13,6,"surbiton","Thames Water",63900,"Kingston upon Thames",430000,"rail",0,1,0,0.382161
11563,"2019-08-23","N7 8ND","T","N","F","6",NA,"RINGCROFT STREET",NA,"LONDON","ISLINGTON","N7","D",125,6,5.5,2.1,248,94,"Very Poor","owner-occupied",51.549011,-0.109487,114,36,2,"highbury and islington","Thames Water",65600,"Islington",1e+06,"tube",1,1,1,0.3374202
11564,"2019-08-09","UB3 4LT","F","N","L","3",NA,"ASHWOOD GARDENS",NA,"HAYES","HILLINGDON","UB3","C",69,3,1.7,1.6,143,136,"Average","owner-occupied",51.495648,-0.422007,37,29,5,"hayes and harlington","Affinity Water",52200,"Hillingdon",266000,"rail",0,1,0,0.748787
11565,"2019-11-08","N14 6ED","F","N","L","MINCHENDEN COURT","FLAT 11","HIGH STREET",NA,"LONDON","ENFIELD","N14","D",81,4,3.3,2,230,138,"Average","rental (private)",51.627858,-0.125847,24,70,4,"southgate","Thames Water",47600,"Enfield",440000,"tube",1,0,0,0.3641404
11566,"2019-05-31","SW15 5EG","T","N","F","11",NA,"LYSONS WALK",NA,"LONDON","WANDSWORTH","SW15","D",88,4,3.6,1.8,210,105,"Average","owner-occupied",51.460848,-0.238848,40,23,3,"barnes","Thames Water",52500,"Kingston upon Thames",678000,"rail",0,1,0,0.7003178
11567,"2019-08-27","DA7 6LB","S","N","F","1",NA,"WOODSIDE ROAD",NA,"BEXLEYHEATH","BEXLEY","DA7","D",94,6,4.7,2.2,287,128,"Average","owner-occupied",51.455254,0.167926,46,32,6,"crayford","Thames Water",51400,"Bexley",460000,"rail",0,1,0,0.9395568
11568,"2019-06-14","CR8 4AY","D","N","F","219",NA,"OLD LODGE LANE",NA,"PURLEY","CROYDON","CR8","E",103,5,5.8,1.9,323,103,"Average","owner-occupied",51.31767,-0.115871,26,104,6,"kenley","SES Water",60700,"Croydon",5e+05,"rail",0,1,0,1.1160344
11569,"2019-06-25","UB6 0SY","T","N","F","4",NA,"HAPGOOD CLOSE",NA,"GREENFORD","EALING","UB6","D",122,6,4,1.7,187,79,"Average","rental (private)",51.554729,-0.348222,68,53,5,"northolt park","Affinity Water",50600,"Ealing",412000,"rail",0,1,0,0.779857
11570,"2019-03-29","UB8 2BE","S","N","F","25",NA,"MANOR WAYE",NA,"UXBRIDGE","HILLINGDON","UB8","D",116,4,4.6,2.8,225,136,"Average","owner-occupied",51.541726,-0.475889,129,39,6,"uxbridge","Affinity Water",47400,"Hillingdon",445000,"tube",2,0,0,0.5884658
11571,"2019-10-03","TW9 3BS","T","N","F","7",NA,"GLOUCESTER ROAD",NA,"RICHMOND","RICHMOND UPON THAMES","TW9","E",113,5,7.8,4,328,156,"Very Poor","owner-occupied",51.483097,-0.28505,60,8,3,"kew gardens","Thames Water",71700,"Richmond upon Thames",548000,"tube",1,0,1,0.5480748
11572,"2019-06-27","UB5 4QJ","S","N","F","44",NA,"WOOD END GARDENS",NA,"NORTHOLT","EALING","UB5","D",84,4,3.4,1.6,223,99,"Average","owner-occupied",51.557646,-0.347907,97,60,4,"sudbury hill","Affinity Water",50600,"Ealing",470000,"tube",1,0,0,0.5959226
11573,"2019-03-29","CR5 1QF","D","N","F","40",NA,"WADDINGTON AVENUE",NA,"COULSDON","CROYDON","CR5","D",72,3,3.6,1.3,280,100,"Average","owner-occupied",51.301926,-0.112728,25,163,6,"coulsdon south","SES Water",53700,"Croydon",4e+05,"rail",0,1,0,1.8014386
11574,"2019-09-12","RM13 7PU","S","N","F","264",NA,"MUNGO PARK ROAD",NA,"RAINHAM","HAVERING","RM13","C",80,5,2.8,1.1,201,79,"Average","owner-occupied",51.543324,0.194997,33,10,6,"elm park","Essex & Suffolk Water",44600,"Havering",350000,"tube",1,0,0,0.5399966
11575,"2019-05-07","SW1V 4RL","F","N","L","32 - 34","FLAT 8","SUSSEX STREET",NA,"LONDON","WESTMINSTER","SW1V","C",70.53,3,2.4,1.9,204,161,"Very Poor","rental (private)",51.488522,-0.144631,26,11,1,"victoria","Thames Water",61900,"Westminster",725000,"tube",3,1,0,0.7295236
11576,"2019-07-04","N16 0SX","T","N","F","66",NA,"NEVILL ROAD",NA,"LONDON","HACKNEY","N16","D",101.8,6,7.6,7.6,264,264,"Good","owner-occupied",51.559117,-0.07827,118,25,2,"rectory road","Thames Water",57000,"Hackney",1250000,"light_rail",0,0,1,0.636935
11577,"2019-10-21","DA7 6NW","T","N","F","182",NA,"PARKSIDE AVENUE",NA,"BEXLEYHEATH","BEXLEY","DA7","D",88,6,3.7,1.6,240,104,"Average","owner-occupied",51.463472,0.173843,83,22,6,"barnehurst","Thames Water",55200,"Bexley",315000,"rail",0,1,0,0.7419516
11578,"2019-09-05","W3 8LX","T","N","F","19",NA,"PRINCES AVENUE",NA,"LONDON","HOUNSLOW","W3","D",105,4,5.5,2.7,253,117,"Average","owner-occupied",51.500013,-0.280893,87,17,3,"acton town","Thames Water",61300,"Ealing",744000,"tube",2,0,0,0.3088358
11579,"2019-03-21","EN2 8BQ","S","N","F","89",NA,"MONKS ROAD",NA,"ENFIELD","ENFIELD","EN2","C",106,5,3.4,1.8,182,94,"Average","owner-occupied",51.659637,-0.092351,64,50,5,"gordon hill","Thames Water",54900,"Enfield",530000,"rail",0,1,0,0.4405726
11580,"2019-04-10","TW12 3QT","D","N","F","WAYSIDE",NA,"OLD FARM ROAD",NA,"HAMPTON","RICHMOND UPON THAMES","TW12","E",132,6,7,2.4,275,91,"Average","owner-occupied",51.423791,-0.379175,49,21,6,"hampton","Thames Water",54700,"Richmond upon Thames",830000,"rail",0,1,0,0.7786142
11581,"2019-05-13","E2 0BS","F","N","L","12",NA,"WILMOT STREET",NA,"LONDON","TOWER HAMLETS","E2","F",43.09,2,3.2,3.5,490,541,"Very Poor","rental (private)",51.52475,-0.05946,91,15,2,"bethnal green","Thames Water",51700,"Hackney",358500,"tube",1,0,1,0.397696
11582,"2019-04-09","SE15 2JL","F","N","L","14",NA,"STAVELEY CLOSE",NA,"LONDON","SOUTHWARK","SE15","C",68,3,1.5,1.5,119,119,"Good","rental (private)",51.475183,-0.056755,135,5,2,"queens road peckham","Thames Water",45200,"Southwark",350000,"light_rail",0,1,1,0.0664898
11583,"2019-11-08","CR5 2QU","T","N","F","19",NA,"RICHLAND AVENUE",NA,"COULSDON","SUTTON","CR5","D",96,4,4.9,3,293,175,"Average","owner-occupied",51.325718,-0.160581,51,143,6,"woodmansterne","SES Water",59500,"Croydon",385000,"rail",0,1,0,0.5629884
11584,"2019-08-21","E11 2HN","F","N","L","14",NA,"GARDNER CLOSE",NA,"LONDON","REDBRIDGE","E11","C",86.14,4,2.8,1.7,195,118,"Average","rental (private)",51.576715,0.030039,123,26,4,"wanstead","Thames Water",67700,"Redbridge",405000,"tube",1,0,0,0.251667
11585,"2019-03-21","N5 2JS","F","N","L","56","FLAT 1","CANNING ROAD",NA,"LONDON","ISLINGTON","N5","D",34,2,2,0.8,336,132,"Very Poor","owner-occupied",51.560265,-0.097522,72,28,2,"arsenal","Thames Water",65100,"Islington",375000,"tube",1,0,0,0.4275232
11586,"2019-10-29","SE26 4ER","T","N","F","55",NA,"SUNNYDENE STREET",NA,"LONDON","LEWISHAM","SE26","C",80,3,2.7,1,190,72,"Average","owner-occupied",51.427432,-0.043275,60,38,4,"lower sydenham","Thames Water",52600,"Lewisham",405000,"rail",0,1,0,0.6984536
11587,"2019-08-16","EN1 1DA","F","N","L","16",NA,"MAIN AVENUE",NA,"ENFIELD","ENFIELD","EN1","C",58,3,2.2,1.8,216,172,"Good","rental (private)",51.645216,-0.068862,85,24,5,"bush hill park","Thames Water",51700,"Enfield",316000,"light_rail",0,0,1,0.3585478
11588,"2019-05-10","NW6 1BB","F","N","L","35D",NA,"DENNINGTON PARK ROAD",NA,"LONDON","CAMDEN","NW6","D",80,4,3.1,2.5,223,178,"Average","owner-occupied",51.549586,-0.193956,146,57,2,"west hampstead thameslink","Thames Water",64100,"Brent",650000,"rail",0,1,0,0.295165
11589,"2019-10-25","UB10 0PR","S","N","F","5",NA,"MARLBOROUGH ROAD",NA,"UXBRIDGE","HILLINGDON","UB10","C",129,7,3.8,1.4,181,69,"Good","owner-occupied",51.530704,-0.446573,47,51,6,"hillingdon","Affinity Water",49300,"Hillingdon",550000,"tube",2,0,0,1.867307
11590,"2019-12-16","KT4 7SA","F","N","L","GARNET HOUSE","FLAT 9","PERCY GARDENS",NA,"WORCESTER PARK","KINGSTON UPON THAMES","KT4","C",39,2,2.6,1.8,391,271,"Very Poor","owner-occupied",51.382765,-0.26292,81,25,4,"malden manor","Thames Water",65000,"Sutton",220000,"rail",0,1,0,0.220597
11592,"2019-04-18","SE16 5GB","F","N","L","RALEIGH COURT","FLAT 56","CLARENCE MEWS",NA,"LONDON","SOUTHWARK","SE16","C",59.98,3,2.3,1.6,234,162,"Average","rental (private)",51.503672,-0.048108,120,5,2,"rotherhithe","Thames Water",69100,"Southwark",486000,"light_rail",0,0,1,0.3144284
11594,"2019-04-03","RM6 6ES","T","N","F","21",NA,"BENNETT ROAD",NA,"ROMFORD","BARKING AND DAGENHAM","RM6","D",142.34,7,7.2,6.1,305,254,"Average","owner-occupied",51.571429,0.140705,32,22,5,"chadwell heath","Essex & Suffolk Water",47800,"Redbridge",405000,"rail",0,1,0,0.7170956
11595,"2019-05-30","RM11 3NS","S","N","F","29",NA,"CURTIS ROAD",NA,"HORNCHURCH","HAVERING","RM11","E",95,4,5.6,3.5,341,206,"Average","owner-occupied",51.565084,0.232794,65,33,6,"upminster bridge","Essex & Suffolk Water",55700,"Havering",490000,"tube",1,0,0,0.873067
11596,"2019-09-06","SE15 3SS","F","N","L","SARAWAK COURT, 47","FLAT 24","CONSORT ROAD",NA,"LONDON","SOUTHWARK","SE15","C",68,3,1.5,1.5,124,124,"Good","owner-occupied",51.469393,-0.062789,93,13,2,"peckham rye","Thames Water",45300,"Southwark",455000,"light_rail",0,1,1,0.4530006
11597,"2019-03-08","W5 3QA","D","N","F","13",NA,"TRING AVENUE","EALING","LONDON","EALING","W5","C",480,12,11,8.3,129,98,"Good","owner-occupied",51.508729,-0.289535,108,33,3,"ealing common","Thames Water",58600,"Ealing",3500000,"tube",2,0,0,0.2367534
11598,"2019-07-22","SE2 9HL","T","N","F","86",NA,"BLITHDALE ROAD",NA,"LONDON","GREENWICH","SE2","E",90,5,6.6,2.4,414,152,"Average","owner-occupied",51.488735,0.106737,30,4,4,"abbey wood","Thames Water",41900,"Greenwich",330000,"rail",0,1,0,0.7525154
11599,"2019-03-11","HA0 2LU","F","N","L","3","FIRST FLOOR FLAT","CHESTNUT AVENUE",NA,"WEMBLEY","BRENT","HA0","D",42.91,2,2.7,2.2,373,303,"Average","owner-occupied",51.555435,-0.318863,21,55,4,"sudbury and harrow road","Affinity Water",50900,"Brent",145500,"rail",0,1,0,0.1665352
11600,"2019-11-08","E14 3EE","T","N","F","11",NA,"EMPIRE WHARF ROAD",NA,"LONDON","TOWER HAMLETS","E14","C",105.78,6,3.5,3.3,135,127,"Good","owner-occupied",51.489177,-0.004347,58,6,2,"island gardens","Thames Water",53800,"Tower Hamlets",655000,"light_rail",0,0,1,0.3560622
11601,"2019-01-14","SE18 1HL","T","N","F","76",NA,"CERES ROAD",NA,"LONDON","GREENWICH","SE18","D",99,5,4.2,1.7,239,96,"Average","owner-occupied",51.48682,0.098683,150,12,4,"plumstead","Thames Water",43900,"Greenwich",388000,"rail",0,1,0,0.7158528
11602,"2019-08-23","W4 1EP","S","N","L","11B",NA,"ADDISON GROVE",NA,"LONDON","HOUNSLOW","W4","F",72.5,3,6.9,6,569,492,"Average","owner-occupied",51.497542,-0.251222,31,9,2,"turnham green","Thames Water",70100,"Hounslow",835000,"tube",2,0,0,0.3367988
11603,"2019-10-25","DA8 2HB","S","N","F","280",NA,"SLADE GREEN ROAD",NA,"ERITH","BEXLEY","DA8","D",74,4,3.5,1.1,271,81,"Average","owner-occupied",51.474508,0.195479,28,7,6,"slade green","Thames Water",44200,"Bexley",330000,"rail",0,1,0,0.6593054
11604,"2019-04-16","DA16 1DP","S","N","F","144",NA,"BUDLEIGH CRESCENT",NA,"WELLING","BEXLEY","DA16","D",69,3,3.6,0.8,269,53,"Good","owner-occupied",51.473612,0.120541,93,55,5,"bexleyheath","Thames Water",57600,"Bexley",350000,"rail",0,1,0,1.264549
11605,"2019-09-12","SW18 3QS","T","N","L","38",NA,"QUINTON STREET",NA,"LONDON","WANDSWORTH","SW18","D",79,4,4.3,2.1,268,136,"Average","owner-occupied",51.438741,-0.185008,149,11,3,"earlsfield","Thames Water",63100,"Wandsworth",611200,"rail",0,1,0,0.3486054
11606,"2019-04-04","E1W 3NR","F","N","L","ROSS HOUSE","FLAT 5","PRUSOM STREET",NA,"LONDON","TOWER HAMLETS","E1W","D",56.15,3,2.7,2,252,190,"Average","rental (social)",51.504962,-0.057001,63,6,2,"wapping","Thames Water",60700,"Tower Hamlets",325000,"light_rail",0,0,1,0.0820248
11607,"2019-04-25","RM13 9UB","D","N","F","42",NA,"WENNINGTON ROAD",NA,"RAINHAM","HAVERING","RM13","D",95,5,3.9,1.5,235,90,"Average","owner-occupied",51.516709,0.194294,82,7,6,"rainham essex","Essex & Suffolk Water",45800,"Havering",395000,"rail",0,2,0,0.211276
11608,"2019-04-18","E9 5DS","F","N","L","BIGGS SQUARE","FLAT 27","FELSTEAD STREET",NA,"LONDON","HACKNEY","E9","B",90,3,1.6,1.6,100,100,"Good","owner-occupied",51.543995,-0.027707,180,7,2,"hackney wick","Thames Water",46500,"Hackney",550000,"light_rail",0,0,1,0.2056834
11609,"2019-05-10","W13 8QZ","F","N","L","HASTINGS HOUSE","FLAT 19","HASTINGS ROAD",NA,"LONDON","EALING","W13","D",26,1,1.6,0.8,323,167,"Average","owner-occupied",51.513291,-0.317201,65,35,3,"west ealing","Thames Water",64800,"Ealing",217000,"rail",0,1,0,0.1541072
11610,"2019-06-21","NW10 3BX","F","N","L","9A",NA,"HERBERT GARDENS",NA,"LONDON","BRENT","NW10","C",82,4,2.3,2,157,136,"Average","rental (social)",51.535132,-0.228542,150,57,2,"kensal rise","Thames Water",52500,"Brent",720000,"light_rail",0,0,1,0.5176262
11611,"2019-01-31","SE26 6LD","F","N","L","14",NA,"PETERS PATH",NA,"LONDON","LEWISHAM","SE26","D",77,5,3.3,1.5,243,114,"Good","owner-occupied",51.429417,-0.065329,115,68,3,"sydenham","Thames Water",51700,"Lewisham",340000,"light_rail",0,1,1,0.615186
11612,"2019-04-26","BR1 1NA","F","N","L","27","FLAT 3","MARKET SQUARE",NA,"BROMLEY","BROMLEY","BR1","C",60,3,1.9,1.2,177,117,"Average","owner-occupied",51.405563,0.015534,1,74,4,"bromley north","Thames Water",56100,"Bromley",350000,"rail",0,1,0,0.3094572
11613,"2019-05-03","W14 8JT","F","N","L","161",NA,"OAKWOOD COURT",NA,"LONDON","KENSINGTON AND CHELSEA","W14","C",221,7,6.5,3.3,166,85,"Very Poor","owner-occupied",51.499653,-0.206996,42,15,2,"kensington (olympia)","Thames Water",60100,"Kensington and Chelsea",2268500,"tube",1,1,1,0.3840252
11614,"2019-02-05","NW3 4AB","F","N","L","3",NA,"TUDOR CLOSE",NA,"LONDON","CAMDEN","NW3","D",78.7,3,3.9,3.1,293,236,"Very Poor","rental (private)",51.549752,-0.167569,37,70,2,"belsize park","Thames Water",65400,"Camden",907500,"tube",1,0,0,0.2398604
11615,"2019-06-05","SW6 6DS","T","N","F","8",NA,"CLONCURRY STREET",NA,"LONDON","HAMMERSMITH AND FULHAM","SW6","D",224,7,8.8,4.7,222,117,"Poor","owner-occupied",51.47443,-0.215286,84,7,2,"putney bridge","Thames Water",69500,"Hammersmith and Fulham",2700000,"tube",1,0,0,0.6220214
11616,"2019-12-12","E14 5SH","F","N","L","283",NA,"BOARDWALK PLACE",NA,"LONDON","TOWER HAMLETS","E14","C",99.96,4,4.2,4.1,240,233,"Average","rental (private)",51.505978,-0.009795,241,8,2,"blackwall","Thames Water",68500,"Tower Hamlets",828000,"light_rail",0,0,1,0.3330704
11617,"2019-08-09","SW15 6DE","F","N","L","HALFORD HOUSE","FLAT 13","WHITNELL WAY",NA,"LONDON","WANDSWORTH","SW15","C",58,3,1.7,0.9,166,89,"Good","owner-occupied",51.457243,-0.222808,58,26,2,"putney","Thames Water",66300,"Kingston upon Thames",4e+05,"rail",0,1,0,0.5542888
11618,"2019-01-25","RM6 6EL","T","N","F","42",NA,"BURLINGTON GARDENS","CHADWELL HEATH","ROMFORD","BARKING AND DAGENHAM","RM6","D",88,5,3.7,1,242,63,"Average","owner-occupied",51.569342,0.139784,99,19,5,"chadwell heath","Essex & Suffolk Water",47800,"Redbridge",349250,"rail",0,1,0,0.5754164
11619,"2019-02-28","CR5 1HT","S","N","F","12",NA,"AMBERCROFT WAY",NA,"COULSDON","CROYDON","CR5","C",60,3,2.5,0.9,232,80,"Average","owner-occupied",51.305082,-0.112699,26,148,6,"coulsdon south","SES Water",53700,"Croydon",275000,"rail",0,1,0,1.6877224
11620,"2019-10-31","E17 8EW","F","N","L","HALSTEAD COURT, 36","FLAT 13","VERULAM AVENUE",NA,"LONDON","WALTHAM FOREST","E17","D",41,2,2.3,2,319,269,"Average","owner-occupied",51.574155,-0.02923,44,11,3,"st james street","Thames Water",48100,"Waltham Forest",253000,"light_rail",0,0,1,0.5474534
11621,"2019-10-18","IG6 3DH","T","N","F","11",NA,"HEADINGLEY CLOSE",NA,"ILFORD","REDBRIDGE","IG6","D",40,2,3.6,1.3,532,187,"Average","owner-occupied",51.605639,0.104823,19,38,4,"hainault","Thames Water",51500,"Redbridge",275000,"tube",1,0,0,0.6257498
